mode,run_name,run_dir,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_attention_ok,captcha_ok,reached_thank_you,submitted,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
completion,run_1435_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1435_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT_2,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1435_NRT_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT_3,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1435_NRT_4,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT_4,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1435_NRT_5,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT_5,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1435_NRT_6,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT_6,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1435_NRT_7,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1435_NRT_7,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_2,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_3,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_4,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_4,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_5,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_5,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_6,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_6,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_7,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_7,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_8,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_8,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1436_NRT_9,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1436_NRT_9,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_2,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_3,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_4,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_4,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_5,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_5,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_6,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_6,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_7,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_7,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_8,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_8,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
completion,run_1437_NRT_9,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\mistral-7b-instruct-v0.2\completion\run_1437_NRT_9,0,9,0.0,,0,0,,0,0,,,,False,False,0,0,0,0,True,0,1.0,1.0
