mode,run_name,run_dir,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
unconstrained,run_1,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_1,5fa4a70d2708841f7e4b1b2bb6fba003,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_2,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_2,8df99425a1ead4a2081ef514b869b216,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_3,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_3,3a7e2f9a8be4afbc1ee953e71d338ab2,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_4,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_4,ee3c41691115ceb8fe6250fae7db671c,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,2,2,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_5,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_5,e1eff65c7e4464be80a1059bdb9e2d66,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_6,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_6,b48ef62cc7ebf2a3eb069ef359850ac8,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_7,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_7,a25d07d5682af1da299ea6226d729f2a,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_8,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_8,d00699302224abb8f0af10768743b395,3,3,0,0,0,planning_format,planning,False,2,"LLM did not return JSON array. Raw:
[""{""tool"":""click"",""key"":""submit""}""]",1,1,1,1,1,True,1,1,1,1,1,True,3,"LLM did not return JSON array. Raw: [""{""tool"":""click"",""key"":""submit""}""]",0,,0,,0,,0,,0,,0,
unconstrained,run_9,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_9,8e31fe8aac8fb3d6332457732b51ddf5,1,1,0,0,0,planning_format,planning,False,1,"Each step must be an object, got: 'click'",1,1,1,1,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: 'click'",0,,0,,0,,0,,0,,0,
unconstrained,run_10,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_10,e424e71fbaef6aa3996c76bfae1417c7,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
