mode,run_name,run_dir,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
unconstrained,run_1,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_1,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,5fa4a70d2708841f7e4b1b2bb6fba003,2026-02-24T18:14:19.516000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_2,8,9,0.8888888888888888,False,4,4,1.0,2,4,0.5,False,True,True,False,True,True,8df99425a1ead4a2081ef514b869b216,2026-02-24T18:14:37.218000+00:00,,17,17,2,1,False,0,0.8947368421052632,0.8888888888888888
unconstrained,run_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_3,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,3a7e2f9a8be4afbc1ee953e71d338ab2,2026-02-24T18:14:54.886000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_4,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_4,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ee3c41691115ceb8fe6250fae7db671c,2026-02-24T18:15:28.686000+00:00,,25,19,2,1,True,19,1.0,1.0
unconstrained,run_5,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_5,8,9,0.8888888888888888,False,4,4,1.0,1,4,0.25,False,True,True,False,True,True,e1eff65c7e4464be80a1059bdb9e2d66,2026-02-24T18:15:56.666000+00:00,,17,17,2,1,False,0,0.8947368421052632,0.8888888888888888
unconstrained,run_6,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_6,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,b48ef62cc7ebf2a3eb069ef359850ac8,2026-02-24T18:16:14.848000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_7,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_7,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,a25d07d5682af1da299ea6226d729f2a,2026-02-24T18:16:44.848000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_8,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_8,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,d00699302224abb8f0af10768743b395,2026-02-24T18:17:03.714000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_9,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_9,8,9,0.8888888888888888,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,8e31fe8aac8fb3d6332457732b51ddf5,2026-02-24T18:17:33.797000+00:00,,18,18,2,1,False,2,0.9473684210526315,0.972972972972973
unconstrained,run_10,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\unconstrained\run_10,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,e424e71fbaef6aa3996c76bfae1417c7,2026-02-24T18:18:04.629000+00:00,,19,19,2,1,True,19,1.0,1.0
